iter	Logloss
126	0.4095079061
127	0.4094046972
128	0.4091823041
129	0.4090293613
130	0.4087997043
131	0.4087432273
132	0.4087137913
133	0.4086473463
134	0.4081839583
135	0.4080203707
136	0.407657603
137	0.407328537
138	0.4066081375
139	0.4065646205
140	0.4058986359
141	0.405396012
142	0.4053203125
143	0.4045416798
144	0.4039926779
145	0.4038122251
146	0.4030567735
147	0.4030567716
148	0.402361638
149	0.4023616335
150	0.4017236709
151	0.4011630909
152	0.4008733899
153	0.4003663803
154	0.3999258145
155	0.3998709151
156	0.399784726
157	0.3997847259
158	0.3994763661
159	0.3991247638
160	0.3989354428
161	0.398624401
162	0.3985011281
163	0.3978265599
164	0.3975070222
165	0.3970986987
166	0.396929825
167	0.3967996363
168	0.3963283325
169	0.3956474223
170	0.3952247627
171	0.3950056135
172	0.3949489817
173	0.3945501357
174	0.3944306634
175	0.3940868802
176	0.3934071721
177	0.393310017
178	0.3930557613
179	0.3929945374
180	0.3929907431
181	0.3929543537
182	0.392902691
183	0.3928374709
184	0.3924499501
185	0.3924499412
186	0.3920906373
187	0.3914151185
188	0.3914106065
189	0.39118088
190	0.3901934851
191	0.3896619726
192	0.3895179152
193	0.3894018997
194	0.3893871421
195	0.389251112
196	0.3888585957
197	0.388850218
198	0.3887432963
199	0.388237627
200	0.3881123225
201	0.3873815629
202	0.3873359559
203	0.386879887
204	0.3866860036
205	0.3866330409
206	0.3865310349
207	0.3863417555
208	0.3857260358
209	0.3855121321
210	0.3851508234
211	0.3849882026
212	0.3846037806
213	0.3842217454
214	0.3839306838
215	0.3837096758
216	0.3836587106
217	0.3833880709
218	0.3832829511
219	0.3832323697
220	0.3827112045
221	0.3825253888
222	0.3822861923
223	0.3821567655
224	0.381933921
225	0.381752302
226	0.3817087757
227	0.3807807041
228	0.3802968862
229	0.3798537679
230	0.3792183085
231	0.3791367849
232	0.3787252266
233	0.3786119563
234	0.3783001543
235	0.3782313687
236	0.3781303775
237	0.3780722767
238	0.3779250456
239	0.3775229556
240	0.3774995089
241	0.3774771016
242	0.3773827324
243	0.3773616756
244	0.3773297243
245	0.3769569899
246	0.3767507716
247	0.3766382785
248	0.3766076796
249	0.376329857
250	0.375364789
251	0.3751081404
252	0.3750789411
253	0.3748933293
254	0.3747876297
255	0.3745805341
256	0.3744690856
257	0.3743920773
258	0.3742612558
259	0.3740595812
260	0.3733350055
261	0.3730830881
262	0.3726364593
263	0.3717486512
264	0.3712320756
265	0.3703691806
266	0.370343544
267	0.3700040725
268	0.3688579065
269	0.3682089831
270	0.3681252846
271	0.3680263894
272	0.3674708206
273	0.3673984797
274	0.3660357403
275	0.3659631309
276	0.3651109695
277	0.3649828939
278	0.3644662281
279	0.3637530618
280	0.3634688045
281	0.362552827
282	0.3622156871
283	0.3619556128
284	0.3619234429
285	0.3615913974
286	0.3615238557
287	0.3614900012
288	0.3609407021
289	0.3607667463
290	0.360521094
291	0.3599018301
292	0.3598764749
293	0.3597440645
294	0.359511917
295	0.359105574
296	0.3590684019
297	0.3589127227
298	0.3585698738
299	0.3581368702
300	0.3580528965
301	0.3578910002
302	0.3578587214
303	0.3577524393
304	0.3574900896
305	0.3568976241
306	0.3565895196
307	0.3564866216
308	0.3563107166
309	0.3559844781
310	0.3559281328
311	0.3553489172
312	0.3552291903
313	0.3547211431
314	0.3541929682
315	0.3541159697
316	0.3539515194
317	0.353777708
318	0.3537463768
319	0.3532899516
320	0.353208314
321	0.3531597123
