iter	Logloss
0	0.6754192292
1	0.6585074184
2	0.6463583025
3	0.6326174931
4	0.6194752767
5	0.6087553652
6	0.6012512456
7	0.5906704735
8	0.5842920002
9	0.5759032059
10	0.5672457208
11	0.560215094
12	0.554545751
13	0.5488272287
14	0.5441760854
15	0.537910976
16	0.5330450685
17	0.5290464717
18	0.5229354855
19	0.5206135234
20	0.5153908094
21	0.5104401264
22	0.507497702
23	0.5038530906
24	0.4998427789
25	0.4983059694
26	0.495623441
27	0.494247852
28	0.4903449255
29	0.4879619579
30	0.4843645198
31	0.4810331944
32	0.4779811173
33	0.4758651117
34	0.4738310398
35	0.47095644
36	0.4675871715
37	0.4661808923
38	0.4643149013
39	0.4626893685
40	0.4625500843
41	0.4611490499
42	0.460647127
43	0.4591282416
44	0.458698382
45	0.4570782953
46	0.4549273869
47	0.454106956
48	0.4536341587
49	0.4525288713
50	0.4504779446
51	0.4501221601
52	0.4497211957
53	0.4494943945
54	0.4483708206
55	0.4474452974
56	0.4471891378
57	0.4460050163
58	0.4448936589
59	0.4442691324
60	0.4429857269
61	0.4420896901
62	0.4412020693
63	0.440878176
64	0.4399227886
65	0.4398160995
66	0.4396331562
67	0.4392049683
68	0.4379186568
69	0.4376259976
70	0.436655817
71	0.435383517
72	0.4348619443
73	0.4343193257
74	0.4336738356
75	0.4326124579
76	0.4321251318
77	0.4315770686
78	0.4309639199
79	0.4305703442
80	0.4300356651
81	0.4292934581
82	0.4290983184
83	0.4281105367
84	0.4275403877
85	0.4267384406
86	0.4264937009
87	0.4262970961
88	0.425536535
89	0.4242703169
90	0.423882678
91	0.4238779755
92	0.4234354931
93	0.4229893669
94	0.4228564839
95	0.4226862589
96	0.4213660411
97	0.42036655
98	0.4202816
99	0.4202720242
100	0.4197823998
101	0.4197756762
102	0.4192075658
103	0.4189977608
104	0.4188788884
105	0.4188770061
106	0.4186629653
107	0.4183917889
108	0.4176198209
109	0.4161825018
110	0.415986812
111	0.4156241344
112	0.4154157699
113	0.4151868744
114	0.4146093518
115	0.4145682646
116	0.4143463262
117	0.4125226957
118	0.4124893717
119	0.4122459476
120	0.41204975
121	0.4118123619
122	0.4109961207
123	0.4106820532
124	0.4104079453
125	0.4095565463
