iter	Logloss
0	0.6736650992
1	0.6567929863
2	0.6485158097
3	0.6374523376
4	0.6253823064
5	0.615769571
6	0.6035184107
7	0.5931550452
8	0.5853877228
9	0.5777999978
10	0.5688619674
11	0.5602664679
12	0.5514645724
13	0.543420157
14	0.5360500772
15	0.5289488389
16	0.5244331374
17	0.5208968945
18	0.5146948295
19	0.5095687266
20	0.503095689
21	0.4985935323
22	0.4940259342
23	0.4901381181
24	0.4864968161
25	0.4820165981
26	0.4798418368
27	0.4778558202
28	0.4748329389
29	0.4718016775
30	0.4707818771
31	0.4661424451
32	0.4625473197
33	0.4593476363
34	0.4575442586
35	0.4545027815
36	0.4523081035
37	0.4506693304
38	0.4488089765
39	0.4469556313
40	0.4454550621
41	0.4425707366
42	0.440235821
43	0.4393497126
44	0.438764565
45	0.4373529829
46	0.436223484
47	0.434744593
48	0.4333590063
49	0.4324775221
50	0.4316649056
51	0.4308358712
52	0.4293938417
53	0.428637126
54	0.4271740197
55	0.4259762089
56	0.4252266836
57	0.4249260638
58	0.4237200879
59	0.4233448711
60	0.422099245
61	0.4219701715
62	0.4218610496
63	0.4211800793
64	0.4201743553
65	0.4181074096
66	0.4167207927
67	0.4158931101
68	0.4158360361
69	0.4153280587
70	0.4143137027
71	0.4138359656
72	0.4132012841
73	0.412638475
74	0.4116870696
75	0.4113097779
76	0.4109542264
77	0.4100011491
78	0.4098668511
79	0.4089959543
80	0.4088732755
81	0.4087900689
82	0.4077690257
83	0.4077204113
84	0.4077140751
85	0.4065427673
86	0.4062339131
87	0.4058198538
88	0.4051494691
89	0.4050924475
90	0.4045397525
91	0.4039751334
92	0.4035112659
93	0.4034870112
94	0.4029980793
95	0.4029693529
96	0.4028525488
97	0.4026739166
98	0.4015035487
99	0.4011558548
100	0.4009076389
101	0.4005923954
102	0.4005241866
103	0.3993704392
104	0.3978735718
105	0.3977147162
106	0.3967811647
107	0.3967525166
108	0.3966338344
109	0.3957246989
110	0.3955909281
111	0.3953717489
112	0.3949997172
113	0.3947363543
114	0.3942010306
115	0.3937519325
116	0.3926397525
117	0.3922525599
118	0.3915859772
119	0.3914740088
120	0.3910598237
121	0.3910529649
122	0.3907876799
123	0.3907698749
124	0.3902782597
125	0.3896085583
126	0.3892307694
127	0.3891014246
128	0.3889529857
129	0.388634054
130	0.388375776
131	0.387947293
132	0.387593073
133	0.3872515722
134	0.387211599
135	0.3872041
136	0.387087361
137	0.3869360024
138	0.3868678512
139	0.3866849901
140	0.3863606402
141	0.386355854
142	0.3863512744
143	0.3860087731
144	0.3857999582
145	0.3857999187
146	0.3855347454
147	0.3853222083
148	0.3848783068
149	0.384277037
150	0.3838696198
151	0.3829690588
152	0.3825343526
153	0.3822278808
154	0.3820534279
155	0.3818677657
156	0.381810598
157	0.3816714425
158	0.3810482657
159	0.3809971501
160	0.3808131126
161	0.3801780446
162	0.3799255406
163	0.3789310024
164	0.3789275558
165	0.3786522508
166	0.378066918
167	0.378066768
168	0.378066766
169	0.377737745
170	0.3777262016
171	0.3773980527
172	0.3770998123
173	0.3770723574
174	0.3770200135
175	0.3768471711
176	0.3767622305
177	0.3767586854
178	0.3762381773
179	0.3761727306
180	0.3754745069
181	0.3754506001
182	0.3754248063
183	0.3750517192
184	0.3749794488
185	0.3749761382
186	0.3747848317
187	0.3745894391
188	0.3740677914
189	0.3734201727
190	0.3731877209
191	0.3729306105
192	0.37265705
193	0.3724651004
194	0.3724034331
195	0.3719154846
196	0.3715169026
197	0.371269656
198	0.3707391213
199	0.3703715849
200	0.3700617406
201	0.3700314573
202	0.3699490193
203	0.3699084311
204	0.3698299081
205	0.3697659573
206	0.3694884297
207	0.3685333456
208	0.3678914658
209	0.3675916671
210	0.3674481945
211	0.3668215615
212	0.366421308
213	0.3662525263
