iter	Logloss
277	0.3613657816
278	0.360930829
279	0.3607745593
280	0.360503862
281	0.3604611893
282	0.3602931801
283	0.3600452157
284	0.3599617977
285	0.3596657739
286	0.3594781889
287	0.3588579816
288	0.3588415895
289	0.3586982251
290	0.3585083942
291	0.3579831542
292	0.3573643362
293	0.3572817235
294	0.3568400944
295	0.3567269471
296	0.356702471
297	0.3565059236
298	0.3563115604
299	0.3561317118
300	0.3561026711
301	0.3557236968
302	0.3552736651
303	0.3548756767
304	0.3548508019
305	0.3546119854
306	0.3541868063
307	0.354164559
308	0.3540336729
309	0.3539792964
310	0.3532912753
311	0.3528472535
312	0.3523417989
313	0.3517780997
314	0.351069285
315	0.3510023285
316	0.3505822236
317	0.3505587987
318	0.3499173453
319	0.3496601648
320	0.3493017415
321	0.3490219142
322	0.3488393188
323	0.3487905063
324	0.3486018213
325	0.3482451785
326	0.3480436905
327	0.3479870705
328	0.3478116663
329	0.3473411213
330	0.3472283695
331	0.3468408113
332	0.346754004
333	0.3465933029
334	0.346496337
335	0.3463558085
336	0.345870168
337	0.3455066292
338	0.3450585354
339	0.3449325428
340	0.3446832525
341	0.3444709533
342	0.3439829436
343	0.3439071188
344	0.3438998067
345	0.3435765846
346	0.3435627166
347	0.3435457433
348	0.3429749226
349	0.3426093938
350	0.3423915591
351	0.3422157871
352	0.3413727688
353	0.3413112591
354	0.3406881692
355	0.3406814128
356	0.3405188195
357	0.3401161086
358	0.3399021562
359	0.339831082
360	0.3395792536
361	0.3391551892
362	0.3390546002
363	0.3386136939
364	0.3385701869
365	0.3384433136
366	0.3384073401
367	0.3383912574
368	0.3383765986
369	0.338230648
370	0.3377088009
371	0.3376942851
372	0.3375522624
373	0.3373443491
374	0.3368090648
375	0.3367991143
376	0.3367556715
377	0.3366249598
378	0.3365699472
379	0.3365517216
380	0.3363268459
381	0.3361794846
382	0.3359430633
383	0.3357942635
384	0.3349606827
385	0.3348494573
386	0.3348398547
387	0.3347409941
388	0.3345157933
389	0.3342595282
390	0.3342029729
391	0.333737067
392	0.3335557121
393	0.3334533327
394	0.3332495974
395	0.3328138041
396	0.3323841834
397	0.3323035826
398	0.33168038
399	0.3316341581
400	0.3316294638
401	0.3310111109
402	0.3309809955
403	0.330967077
404	0.3307097083
405	0.3305751194
406	0.3305125241
407	0.3303804984
408	0.3298405895
409	0.3297631342
410	0.3291691465
411	0.3290689267
412	0.3288796578
413	0.3287628632
414	0.3287137574
415	0.3283135315
416	0.3282217696
417	0.3281905796
418	0.3280124218
419	0.3278881942
420	0.327523848
421	0.3273319076
422	0.3271934857
423	0.3270386476
424	0.3269257742
425	0.3269124293
426	0.3268888597
427	0.3264552572
428	0.3262752853
429	0.3257822992
430	0.3255896427
431	0.3255604909
432	0.3252173743
433	0.3251177867
434	0.3250762961
435	0.3248704606
436	0.3244190694
437	0.3243605293
438	0.3242124085
439	0.3233707938
440	0.3232562882
441	0.3230964575
442	0.3229048434
443	0.3226691953
444	0.3223283262
445	0.3223101614
446	0.3222463649
447	0.3221455712
448	0.3216230385
449	0.3212287041
450	0.3211367342
451	0.3209389806
452	0.3208365886
453	0.3206484005
454	0.3204506495
455	0.320202025
456	0.3193009442
457	0.3185431298
458	0.3182276034
459	0.3181214419
460	0.3176335769
461	0.3174895941
462	0.3172089656
463	0.317106456
464	0.3170557762
465	0.3169004377
466	0.3168624958
467	0.3167571868
468	0.3167187621
469	0.3165068365
470	0.3163070958
471	0.316239798
472	0.3161317775
473	0.315972503
474	0.315810658
475	0.3152855638
476	0.3152451531
477	0.3150880498
478	0.3147162746
479	0.3147016494
480	0.3144747844
481	0.314240179
482	0.3139583511
483	0.313866602
484	0.3136804763
485	0.3136344863
486	0.313210658
487	0.3131480187
488	0.3131426715
489	0.3130555826
490	0.3129106569
491	0.312428815
492	0.3118019328
493	0.3117864979
494	0.3117725602
495	0.3115665053
496	0.3114332089
497	0.3113129534
498	0.3111804849
499	0.3108928635
500	0.310782416
501	0.3107003067
502	0.3106773545
503	0.3106625556
504	0.3103178295
505	0.3101713469
506	0.3100689801
507	0.3096019304
508	0.3095176838
509	0.3094481536
510	0.3093499855
511	0.3092302106
512	0.3091173126
513	0.3090485208
514	0.3086547145
515	0.3085689549
516	0.3084580673
517	0.3082549994
518	0.3078060013
519	0.3077043003
520	0.3075081344
521	0.3074295694
522	0.3073910627
523	0.3070591573
524	0.3068840109
525	0.3067255521
526	0.3066336569
527	0.3064491569
528	0.3061308359
529	0.3060631583
530	0.3055849267
531	0.3051563501
532	0.304533912
533	0.3044448491
534	0.3043490634
535	0.3043365825
536	0.3041639312
537	0.3039131743
538	0.3037520083
539	0.3035631439
540	0.3031830542
541	0.3031413437
542	0.3028079043
543	0.3026388313
544	0.3023747955
545	0.3021825368
546	0.3021561685
547	0.3021255418
548	0.3020603319
549	0.3014327709
550	0.3009029559
551	0.3007687394
552	0.3006913437
553	0.3005125984
554	0.3004174206
555	0.3002278702
556	0.3000604388
557	0.2998995
558	0.299716276
559	0.2994458805
560	0.2993946728
561	0.2993243857
562	0.2993107725
563	0.2986871533
564	0.2986740039
565	0.2984497298
566	0.2984299847
567	0.2984174605
568	0.2980888738
569	0.297689467
570	0.2973259571
571	0.297061097
572	0.2968181712
573	0.296603021
574	0.296516243
575	0.2962141328
576	0.296129142
577	0.2960874185
578	0.2960772497
579	0.295935563
580	0.2958368866
581	0.2956454537
582	0.2955827333
583	0.2952851284
584	0.2951174643
585	0.2949501344
586	0.2948629377
587	0.294800607
588	0.2946957623
589	0.2943490713
590	0.2943193612
591	0.294263991
592	0.2940739071
593	0.2939931743
594	0.293945785
595	0.2938108926
596	0.2935874835
597	0.2934525122
598	0.2933732406
599	0.2928941627
600	0.2928218443
601	0.2927095311
602	0.2925935405
603	0.2925522265
604	0.2924867235
605	0.2923623215
606	0.2920057459
607	0.2915851221
608	0.2915704797
609	0.2914261052
610	0.2913520883
611	0.2912442055
612	0.2909127136
613	0.290693837
614	0.2906344825
615	0.2906233845
616	0.2904549028
617	0.2902011173
618	0.2900440799
619	0.2899782021
620	0.2898812395
621	0.2897933389
622	0.2896606084
623	0.2895281694
624	0.2894745218
625	0.2894210955
626	0.289408246
627	0.289320006
628	0.2890873843
629	0.2890694405
630	0.2890078116
631	0.2889606616
632	0.2889102428
633	0.2887339193
634	0.2885742706
635	0.2885336125
636	0.2884037732
637	0.2883825941
638	0.2880756244
639	0.2880616673
640	0.2877531303
641	0.2873595568
642	0.2870781154
643	0.2869137194
644	0.2863987137
645	0.2860833091
646	0.2860594399
647	0.2857986379
648	0.2856285213
649	0.2855336393
650	0.2851832454
651	0.2850415377
652	0.2849525597
653	0.2846214109
654	0.2844714402
655	0.2841066639
656	0.2840393838
657	0.2838044714
658	0.2836457688
659	0.2835306451
660	0.2834004781
661	0.2831744632
662	0.282960219
663	0.2828952808
664	0.282883054
665	0.282800396
666	0.2825602223
667	0.2823827249
668	0.2823722132
669	0.2823337941
670	0.2822886179
671	0.2821905969
672	0.2816104706
673	0.2815185067
674	0.2813862697
675	0.2812203181
676	0.2810697829
677	0.2808256177
678	0.2807444163
679	0.2806465113
680	0.2806403977
681	0.2803427276
682	0.2803243783
683	0.2800660749
684	0.2799993332
685	0.2797541212
686	0.2797222836
687	0.2795526092
688	0.2792824081
689	0.2791150196
690	0.2788754432
691	0.2788048326
692	0.2787533345
693	0.2786615138
694	0.2785267829
695	0.2783636986
696	0.2783177571
697	0.2782157946
698	0.2782048508
699	0.2780215859
700	0.2779053356
701	0.2778381839
702	0.2775230787
703	0.2774461077
704	0.2773734815
705	0.2772395145
706	0.2770803
707	0.2770432828
708	0.2769185199
709	0.2768369455
710	0.2766726965
711	0.2766026247
712	0.2763653896
713	0.2762654396
714	0.2762469023
715	0.276238794
716	0.2762202497
717	0.2761669338
718	0.2758447595
719	0.2755772254
720	0.2755192966
721	0.2753486663
722	0.2753149847
723	0.2753089001
724	0.275220545
725	0.2752140852
726	0.2751908206
727	0.2750512611
728	0.2749461894
729	0.27471102
730	0.2746507717
731	0.2746449031
732	0.2745458988
733	0.2744681494
734	0.2743729446
735	0.2740776424
736	0.2740185944
737	0.2739283995
738	0.2738138161
739	0.2735958918
740	0.2733848392
741	0.2733188987
742	0.2732262122
743	0.2731216439
744	0.2730575973
745	0.2728186766
746	0.2727415388
747	0.2726975688
748	0.2724446493
749	0.2723651576
750	0.2723062831
751	0.2722422662
752	0.2721459692
753	0.272054326
754	0.2719182444
755	0.2718011267
756	0.2717237779
757	0.2715349094
758	0.2714550411
759	0.2714193914
760	0.2713418335
761	0.2712271429
762	0.2711753049
763	0.2711225486
764	0.2709942099
765	0.2709841983
766	0.2709071332
767	0.2708225605
768	0.2706250527
769	0.2703832684
770	0.2701500056
771	0.2700730951
772	0.2700266564
773	0.269964372
774	0.2699284873
775	0.2699105111
776	0.2696972295
777	0.2696707566
778	0.2696175875
779	0.2696033978
780	0.2693693014
781	0.2692809369
782	0.269229437
783	0.2691922418
784	0.2691475233
785	0.2689110588
786	0.2687869663
787	0.2687362073
788	0.2686807849
789	0.2685780881
790	0.26853521
791	0.2684696975
792	0.2684460174
793	0.2684359052
794	0.2683565395
795	0.2683322432
796	0.2683014397
797	0.2681471128
798	0.2680100871
799	0.2679788864
800	0.2678971237
801	0.267701309
802	0.2673444649
803	0.2672945059
804	0.2669932179
805	0.2668673883
806	0.2668348458
807	0.2668265062
808	0.2666899861
809	0.2666762652
810	0.2665276378
811	0.266502229
812	0.2664598205
813	0.266394583
814	0.2663258309
815	0.2663081448
816	0.2660179794
817	0.2659273021
818	0.2657628294
819	0.2656656687
820	0.2656051541
821	0.265474991
822	0.265275851
823	0.265120041
824	0.2649792654
825	0.2649329494
826	0.2648308543
827	0.2648030002
828	0.2644709012
829	0.2642489769
830	0.2639689297
831	0.2636740753
832	0.2634311744
833	0.2629405608
834	0.262833491
835	0.2628010244
836	0.2624820834
837	0.2623809094
838	0.2623373027
839	0.2622735548
840	0.2621838875
841	0.2620340771
842	0.2619845115
843	0.2619552699
844	0.2616263208
845	0.2615289858
846	0.2614850069
847	0.2614371599
848	0.2613926168
849	0.26127638
850	0.2612200346
851	0.2610595359
852	0.2606869644
853	0.2606384226
854	0.2605730239
855	0.2603871872
856	0.2603328681
857	0.260276162
858	0.2602021611
859	0.2601129923
860	0.2599775779
861	0.2597580884
862	0.259699981
863	0.2596315832
864	0.2594601474
865	0.259448376
866	0.2594098776
867	0.2593118281
868	0.2592549344
869	0.2590983619
870	0.2588956762
871	0.258784537
872	0.25866086
873	0.2586106814
874	0.2585461649
875	0.2584561693
876	0.2584380831
877	0.258207957
878	0.2581535429
879	0.257962833
880	0.2579322368
881	0.257823734
882	0.2574116529
883	0.2573548497
884	0.2572921099
885	0.2572669777
886	0.2572514389
887	0.2571940386
888	0.2567046471
889	0.2564426584
890	0.256083723
891	0.2558501872
892	0.2557710031
893	0.255608928
894	0.255494624
895	0.2548862959
896	0.2548393063
897	0.2547685302
898	0.2547142713
899	0.254687566
900	0.2545586607
901	0.2545247398
902	0.2544605814
903	0.254414982
904	0.2543484808
905	0.2542952808
906	0.2542502333
907	0.2542119304
908	0.2536127852
909	0.2534472611
910	0.2533870543
911	0.253332293
912	0.2533194637
913	0.2531208251
914	0.253077329
915	0.2530340378
916	0.2529259516
917	0.2527616032
918	0.2527236959
919	0.2526482278
920	0.2526081519
921	0.2524562411
922	0.2523950612
923	0.2523504571
924	0.2520256919
925	0.2519784516
926	0.2517571663
927	0.2517454081
928	0.2516555738
929	0.2516169288
930	0.2514159534
931	0.2513486111
932	0.2512315367
933	0.2511070186
934	0.2509902786
935	0.2509277012
936	0.2509089725
937	0.2506890591
938	0.2505277029
939	0.2504622582
940	0.2504274129
941	0.2502988106
942	0.2501992951
943	0.2500515295
944	0.2499763012
945	0.2499262241
946	0.2499038085
947	0.2495682901
948	0.2493996415
949	0.2489645252
950	0.24882171
951	0.2486886764
952	0.2486254513
953	0.2482207097
954	0.2481101091
955	0.2480768868
956	0.2479677111
957	0.2479086041
958	0.2478677541
959	0.2478247131
960	0.24780405
961	0.2477437414
962	0.2476830665
963	0.2476770917
964	0.2476540394
965	0.2472415639
966	0.2471796036
967	0.2471465341
968	0.2471211781
969	0.2469002846
970	0.2468280831
971	0.2468035447
972	0.2466459373
973	0.2465903524
974	0.2465361125
